title,producer
Maria†Holic,Omnibus Japan
Tokyo ESP,Lantis
Tokyo ESP,Rakuonsha
Tokyo ESP,KlockWorx
Tokyo ESP,Tokyo MX
Rikei ga Koi ni Ochita no de Shoumei shitemita.,Flex Comix
Rikei ga Koi ni Ochita no de Shoumei shitemita.,Hokkaido Cultural Broadcasting
Rikei ga Koi ni Ochita no de Shoumei shitemita.,BS11
Rikei ga Koi ni Ochita no de Shoumei shitemita.,Yomiuri TV Enterprise
Rikei ga Koi ni Ochita no de Shoumei shitemita.,Kanetsu Investment
Rikei ga Koi ni Ochita no de Shoumei shitemita.,Toyo Recording
Rikei ga Koi ni Ochita no de Shoumei shitemita.,ibis Capital Partners
Rikei ga Koi ni Ochita no de Shoumei shitemita.,Y&amp;N Brothers
Rikei ga Koi ni Ochita no de Shoumei shitemita.,Supa Love
Fate/Extra: Last Encore,Aniplex
Fate/Extra: Last Encore,Marvelous
Fate/Extra: Last Encore,Notes
Violet Evergarden Movie,Shochiku
Promare,Aniplex
Promare,Half H.P Studio
Promare,SANZIGEN
Promare,XFLAG
Promare,Toho Visual Entertainment
Promare,VV-ALKLINE
Promare,Deho Gallery
Seiken no Blacksmith,Media Factory
Seiken no Blacksmith,AT-X
Seiken no Blacksmith,Earth Star Entertainment
Carnival Phantasm,Bandai Visual
Carnival Phantasm,Notes
Rokujouma no Shinryakusha!? (TV),Genco
Rokujouma no Shinryakusha!? (TV),Showgate
Shingeki no Kyojin: Lost Girls,Pony Canyon
Shingeki no Kyojin: Lost Girls,Kodansha
Onegai☆Teacher,Bandai Visual
Onegai☆Teacher,Genco
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Shochiku
Midara na Ao-chan wa Benkyou ga Dekinai,Mainichi Broadcasting System
Midara na Ao-chan wa Benkyou ga Dekinai,Kodansha
Midara na Ao-chan wa Benkyou ga Dekinai,DMM pictures
GJ-bu,VAP
GJ-bu,DAX Production
GJ-bu,Nippon Television Network
Kimi to Boku.,TV Tokyo
Kimi to Boku.,Aniplex
Kimi to Boku.,Square Enix
Kimi to Boku.,Nihon Ad Systems
Kimi to Boku.,Movic
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Yahoo! Japan
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Good Smile Company
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Beyond C.
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Rialto Entertainment
Uchuu Kyoudai,Aniplex
Uchuu Kyoudai,Dentsu
Uchuu Kyoudai,YTV
Uchuu Kyoudai,Trinity Sound
Youjo Senki Movie,Kadokawa Animation
Isekai Shokudou,TV Tokyo
Isekai Shokudou,Sotsu
Isekai Shokudou,flying DOG
Isekai Shokudou,Nikkatsu
Isekai Shokudou,Avex Pictures
Isekai Shokudou,Dai Nippon Printing
Isekai Shokudou,Shufunotomo
Haiyore! Nyaruko-san W,Avex Entertainment
Haiyore! Nyaruko-san W,Sotsu
Haiyore! Nyaruko-san W,DIVE II Entertainment
Eyeshield 21,TV Tokyo
Eyeshield 21,Nihon Ad Systems
Eyeshield 21,TV Tokyo Music
Eyeshield 21,Shueisha
Higashi no Eden Movie I: The King of Eden,Fuji TV
Higashi no Eden Movie I: The King of Eden,Asmik Ace
Higashi no Eden Movie I: The King of Eden,Sony Music Entertainment
Pupa,Earth Star Entertainment
Devils Line,Kodansha
Devils Line,King Records
Fate/Grand Order: Zettai Majuu Sensen Babylonia,Aniplex
Fate/Grand Order: Zettai Majuu Sensen Babylonia,Notes
Fate/Grand Order: Zettai Majuu Sensen Babylonia,Delightworks
Kyousou Giga (TV),Asatsu DK
Kyousou Giga (TV),Dwango
Kyousou Giga (TV),Sony Music Communications
Kyousou Giga (TV),Bandai Channel
Kyousou Giga (TV),Aoni Production
Nourin,Frontier Works
Michiko to Hatchin,Media Factory
Michiko to Hatchin,Shochiku
Michiko to Hatchin,Yomiko Advertising
Michiko to Hatchin,Fuji TV
Hoshizora e Kakaru Hashi,Dentsu
Hoshizora e Kakaru Hashi,Sotsu
Hoshizora e Kakaru Hashi,Marvelous
Hoshizora e Kakaru Hashi,Pony Canyon
Hoshizora e Kakaru Hashi,feng
Hoshizora e Kakaru Hashi,PRA
Hoshizora e Kakaru Hashi,Jumondo
Glasslip,Sotsu
Glasslip,Lantis
Glasslip,Pony Canyon
Glasslip,Showgate
Glasslip,Infinite
Bokura no,Sotsu Music Publishing
Strike Witches,GDH
Strike Witches,Kadokawa Shoten
Strike Witches,KlockWorx
Strike Witches,NTT Docomo
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Toho
Kakumeiki Valvrave,Aniplex
Kakumeiki Valvrave,Dentsu
Kakumeiki Valvrave,Mainichi Broadcasting System
Kakumeiki Valvrave,Movic
Kakumeiki Valvrave,Bandai
Kakumeiki Valvrave,Bandai Namco Entertainment
Junjou Romantica 2,Frontier Works
Junjou Romantica 2,Kadokawa Shoten
Junjou Romantica 2,Memory-Tech
Junjou Romantica 2,Romantica club !!
Paradise Kiss,Aniplex
Paradise Kiss,Fuji TV
Gakuen Babysitters,Bandai Visual
Gakuen Babysitters,Lantis
Gakuen Babysitters,Nihon Ad Systems
Gakuen Babysitters,Hakusensha
Gakuen Babysitters,Banpresto
Gakuen Babysitters,Marui Group
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,Lantis
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,Pony Canyon
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,TBS
Little Witch Academia: Mahoujikake no Parade,Half H.P Studio
Little Witch Academia: Mahoujikake no Parade,Ultra Super Pictures
Little Witch Academia: Mahoujikake no Parade,TOHO animation
Little Witch Academia: Mahoujikake no Parade,Good Smile Company
Mahou Shoujo Site,Sotsu
Tsuritama,Aniplex
Tsuritama,Dentsu
Tsuritama,Fuji TV
Tsuritama,Sakura Create
Date A Live: Date to Date,Nippon Columbia
